qid,source,type,question,image,solution,answer,unit,notes,number_of_answers,original_qid,category_vector,steps_count,difficulty_level,primary_category,Materials,Properties,Structures,Fundamental Mechanisms,Processes,Failure Mechanisms
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.6,Mechanical_Behavior_of_Materials_Hosford,NUM,"A bar 10 cm long is elongated by (1) drawing to 15 cm, and then (2) drawing to 20 cm.
A. Calculate the sum of engineering strains for the two steps, and the engineering strain for the overall deformation.
B. Repeat the calculation with true strains.
Give your answer as an ordered tuple (A: the sum of engineering strains for the two steps, A: the engineering strain for the overall deformation, B: the sum of true the two steps, B:  the true strains overall deformation).",,"A. For step $1, e_1 = \frac{5}{10} = 0.5$; for step $2, e_2 = \frac{5}{15} = 0.333$. The sum of these is 0.833, which is less than the overall strain, $e_{\text{tot}} = \frac{10}{10} = 1.00$.
B. For step $1, \varepsilon_1 = \ln\left(\frac{15}{10}\right) = 0.4055$; for step $2, \varepsilon_2 = \ln\left(\frac{20}{15}\right) = 0.2877$. The sum is 0.6931, and the overall strain is $\varepsilon_{\text{tot}} = \ln\left(\frac{15}{10}\right) + \ln\left(\frac{20}{15}\right) = \ln\left(\frac{20}{10}\right) = 0.6931$.","(0.844, 1.00, 0.6931, 0.6931)",,,multiple,mechanical behaviors Example 1.6,11020,4,easy,Properties: Mechanical,,Mechanical,Composites,,Shaping,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.7,Mechanical_Behavior_of_Materials_Hosford,FORMULA,"A block of initial dimensions $L_{x0}$, $L_{y0}$, $L_{z0}$ is deformed so that the new dimensions are $L_x$, $L_y$, $L_z$. Express the volume strain, $V/V_0$, in terms of the three true strains, $\varepsilon_x$, $\varepsilon_y$, $\varepsilon_z$.",,"$V / V_0 = \frac{L_x L_y L_z}{L_{x0} L_{y0} L_{z0}}$, so
\[
V / V_0 = \frac{L_x}{L_{x0}} \frac{L_y}{L_{y0}} \frac{L_z}{L_{z0}} = \varepsilon_x + \varepsilon_y + \varepsilon_z
\]","\[
V / V_0=\varepsilon_x+\varepsilon_y+\varepsilon_z
\]",,,single,mechanical behaviors Example 1.7,10000,1,easy,Properties: Mechanical,,Mechanical,,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.8,Mechanical_Behavior_of_Materials_Hosford,NUM,"A two-dimensional square body initially 1.00 cm by 1.00 cm was deformed into a rectangle 0.95 cm by 1.10 cm , as shown in the figure.
A. Calculate the strain, $e'_x$, along the diagonal from its initial and final dimensions. Then calculate the strains, $e_x$ and $e_y$, along the edges and use the transformation equation, $e_{ij}=\sum_m \sum_n \ell_{im} \ell_{jn} e_{mn}$, to find the strain along the diagonal. What is the absolute difference between the two values of $e'_{x}$.
B. Repeat A for a $1.00\,\text{cm}$ by $1.00\,\text{cm}$ square deformed into a $0.50\,\text{cm}$ by $2.0\,\text{cm}$ rectangle.
Give your answer as an ordered tuple (A's difference, B's difference).",images/Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.8_1.png,"A. The initial diagonal $= \sqrt{2} = 1.414214$, and for the small deformation, the final diagonal becomes $\sqrt{(0.95)^2 + (1.1)^2} = 1.4534$, so $e_{x'} = (L - L_{\mathrm{o}})/L_{\mathrm{o}} = L/L_{\mathrm{o}} - 1 = 1.4534/1.414214 - 1 = 0.0277$. Taking the angle, $\theta$, between the $x'$ and x (or y) axes as 45 degrees, $\varepsilon_{x'} = \ell_{x'x}^2 \varepsilon_x + \ell_{x'y}^2 \varepsilon_y = (1/2)(0.1) + (1/2)(-0.05) = 0.025$. The difference is $0.0277 - 0.025 = 0.0027$.

B. For the large deformation, the diagonal becomes $\sqrt{2^2 + 0.5^2} = 2.062$, so calculating the strain from this, $e_{x'} = 2.062/1.414214 - 1 = 0.4577$.
The strains on the edges are  $e_x = 1$ and $e_y = -0.5$, so $e'_x = \ell_{x'x}^2 e_x + \ell_{x'y}^2 e_y = \frac{1}{2}(1) + \frac{1}{2}(-0.5) = 0.25$. Therefore the difference is $0.4577 - 0.25 = 0.2077$.","(0.0027, 0.2077)",,,multiple,mechanical behaviors Example 1.8,111000,6,medium,Materials: Metals,Metals,Mechanical,Composites,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.10,Mechanical_Behavior_of_Materials_Hosford,FORMULA,"A capped thin-wall tube having a length $L$, a diameter $D$, and a wall thickness $t$, is loaded by an internal pressure $P$. Find the largest stresses in the wall assuming that $t \ll D$ and that $D \ll L$.",,"First make a cut perpendicular to the axis of the tube, and consider the vertical (y-direction) forces. The force from the pressurization is the pressure, $P$, acting on the end area of the tube, $P \pi D^2 / 4$. The force in the wall is the stress, $\sigma_{y}$, acting on the cross-section of the wall, $\sigma_{y} \pi D t$. Balancing the forces, $P \pi D^2 / 4 = \sigma_{y} \pi D t$, and solving for $\sigma_{y}$,
\begin{equation}
\sigma_{y} = \frac{P D}{4 t}
\end{equation}

The hoop stress, $\sigma_{x}$, can be found from a force balance across a vertical cut). The force acting to separate the tube is the pressure, $P$, acting on the internal area, $D L$, where $L$ is the tube length. This is balanced by the hoop stress in the two walls, $\sigma_{x}$, acting on the cross-sectional area of the two walls, $2 L t$. (The force in the capped ends is neglected because the tube is long, and we are interested in the stress in regions remote from the ends.) Equating these two forces, $P D L = \sigma_{x} 2 L t$,
\begin{equation}
\sigma_{x} = \frac{P D}{2 t} = 2 \sigma_{y}
\end{equation}

The stress in the radial direction though the wall thickness, $\sigma_{z}$, is negligible relative to $\sigma_{x}$ and $\sigma_{y}$ if $D \gg t$. On the inside surface, $\sigma_{z} = -P$, and on the outside surface, $\sigma_{z} = 0$. The average, $-P / 2$, is much less than $P D /(2 t)$, so for engineering purposes we can take $\sigma_{z} = 0$.

Therefore, the largest stress is $\frac{P D}{2 t}$.",$\frac{P D}{2 t}$,,,single,mechanical behaviors Example 1.10,110400,3,medium,Materials: Metals,Metals,Mechanical,,Diffusion & Kinetics,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.11,Mechanical_Behavior_of_Materials_Hosford,FORMULA,Derive the formula of the torque $T$ acting on the rod of radius $R$ with respect to the internal shear stress $\tau_{xy}(r)$.,,"Consider a differential element of dimensions $(2 \pi r)(dr)$ in a tubular element at a radius, $r$, from the axis and of thickness, $dr$. The shear force acting on this element is the shear stress times the area, $\tau_{xy}(2 \pi r)(dr)$. The torque about the central axis caused by this element is the shear force times the distance from the axis, $r$, $dT = \tau_{xy}(2 \pi r)(r) dr$, so
\begin{equation}
T = 2 \pi \int_0^{R} \tau_{xy} r^2 dr
\end{equation}",$T=2 \pi \int_0^{\mathrm{R}} \tau_{\mathrm{xy}} r^2 \mathrm{d} r $,,,single,mechanical behaviors Example 1.11,110000,1,easy,Materials: Metals,Metals,Mechanical,,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.1,Mechanical_Behavior_of_Materials_Hosford,NUM,"A wide sheet (1 mm thick) of steel is bent elastically to a constant radius of curvature, $\rho = 50~\text{cm}$, measured from the axis of bending to the center of the sheet, as shown in the figure. The strain, $\epsilon_y$, and the stress, $\sigma_z$, are zero. Knowing that $E = 208~\text{GPa}$, and $\nu = 0.29$ for steel, find the stress in the surface. Assume that there is no net force in the plane of the sheet. Give your answer as a tuple ($\sigma_x$, $\sigma_y$).",images/Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.1_1.png,"Designate the directions as shown in Figure. Inspection shows that $\sigma_z = 0$ because the stress normal to a free surface is zero. Also, $\epsilon_y = 0$ because the sheet is wide relative to its thickness, $\epsilon_y$ must be the same on top and bottom surfaces, and therefore equals zero. Finally, the strain, $\epsilon_x$, at the outer surface can be found geometrically as $\epsilon_x = \frac{t/2}{r} = \frac{1/2}{500} = 0.001$. Now substituting into Hooke's laws (equation 2.2), $\epsilon_y = \frac{1}{E} \left[ \sigma_y - \nu (\sigma_x - 0) \right]$, so $\sigma_y = \nu \sigma_x$. Substituting again, $\epsilon_x = \frac{t}{2r} = \frac{1}{E} \left[ \sigma_x - \nu (\sigma_y - 0) \right] = \frac{1}{E} (\sigma_x - \nu^2 \sigma_x) = \frac{\sigma_x (1 - \nu^2)}{E}$. $\sigma_x = \frac{[t/(2r)] E}{1 - \nu^2} = \frac{(0.001)(208 \times 10^9)}{1 - 0.29^2} = 227$ MPa. $\sigma_y = \nu \sigma_x = 0.29 \times 227 = 65.8$ MPa.","(227,65.8)",MPa,,multiple,mechanical behaviors Example 2.1,110021,6,easy,Materials: Metals,Metals,Mechanical,,,Shaping,Elastic
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.2,Mechanical_Behavior_of_Materials_Hosford,FORMULA,"A body is loaded elastically so that $e_y = 0$ and $\sigma_z = 0$. Both $\sigma_x$ and $\sigma_y$ are finite. Derive an expression for $e_z$ in terms of $\sigma_x$, $E$, and $\nu$ only.",,"Substituting $e_y = 0$ and $\sigma_z = 0$ into Hooke's law ($\begin{array}{ll}\varepsilon_{\mathrm{x}}=(1 / E)\left[\sigma_{\mathrm{x}}-v\left(\sigma_{\mathrm{y}}+\sigma_{\mathrm{z}}\right)\right] & \gamma_{\mathrm{yz}}=\tau_{\mathrm{yz}} / G \\ \varepsilon_{\mathrm{y}}=(1 / E)\left[\sigma_{\mathrm{y}}-v\left(\sigma_{\mathrm{z}}+\sigma_{\mathrm{x}}\right)\right] & \gamma_{\mathrm{zx}}=\tau_{\mathrm{zx}} / G \\ \varepsilon_{\mathrm{z}}=(1 / E)\left[\sigma_{\mathrm{z}}-v\left(\sigma_{\mathrm{x}}+\sigma_{\mathrm{y}}\right)\right] & \gamma_{\mathrm{xy}}=\tau_{\mathrm{xy}} / G .\end{array}$), $0 = \frac{1}{E} \left[ \sigma_y - \nu \left( 0 + \sigma_x \right) \right]$, so $\sigma_y = \nu \sigma_x$. Substituting into Hooke's law again, $e_z = \frac{1}{E} \left[ 0 - \nu \left( \sigma_x + \nu \sigma_x \right) \right] = -\frac{\sigma_x \nu (1 + \nu)}{E}$.",$e_z=-\sigma_x v(1+v) / E$.,,,single,mechanical behaviors Example 2.2,100001,3,easy,Materials: Metals,Metals,,,,,Elastic
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.3,Mechanical_Behavior_of_Materials_Hosford,FORMULA,"a body loaded elastically under balanced biaxial tension, $\sigma_1 = \sigma_2$. Assume $\nu = 0.25$. What is the largest shear strain, $\gamma$?",,"$\sigma_1 = \sigma_2$ and $\sigma_3 = 0$. From symmetry, $e_1 = e_2$, so using Hooke's law, $e_1 = \frac{1}{E}(\sigma_1 - \nu \sigma_1) = \frac{0.75 \sigma_1}{E}$, $e_3 = \frac{1}{E}[0 - \nu(\sigma_1 + \sigma_1)] = -\frac{2\nu \sigma_1}{E}$. The maximum shear strain, $\gamma_{\max} = (e_1 - e_3) = \frac{(0.75 + 2\nu)\sigma_1}{E}$.",$1.25 \sigma_1 / E$,,,single,mechanical behaviors Example 2.3,10201,4,medium,Properties: Mechanical,,Mechanical,,Crystal Structure,,Elastic
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.4,Mechanical_Behavior_of_Materials_Hosford,NUM,"A glaze is applied on a ceramic body by heating it above $600\,^{\circ}\mathrm{C}$, which allows it to flow over the surface. On cooling, the glaze becomes rigid at $500\,^{\circ}\mathrm{C}$. See Figure. The coefficients of thermal expansion of the glaze and the body are $\alpha_g = 4.0 \times 10^{-6}\,{}^{\circ}\mathrm{C}^{-1}$ and $\alpha_b = 5.5 \times 10^{-6}\,{}^{\circ}\mathrm{C}^{-1}$. The elastic constants for the glaze are $E_g = 70\,\mathrm{GPa}$ and $\nu_g = 0.3$. Calculate the stresses in the glaze when it has cooled to $20\,^{\circ}\mathrm{C}$.",images/Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.4_1.png,"Let the direction normal to the surface be $z$ so the $x$- and $y$-directions lie in the surface. The strains in the $x$ and $y$ directions must be the same in the glaze and body.
\[
\frac{1}{E_g}\left[\sigma_{xg} - \nu_g\left(\sigma_{yg}+\sigma_{zg}\right)\right] + \alpha_g \Delta T = \frac{1}{E_b}\left[\sigma_{xb} - \nu_b\left(\sigma_{yb}+\sigma_{zb}\right)\right] + \alpha_b \Delta T.
\]
Let $\sigma_{zg}=\sigma_{zb}=0$ (free surface) and $\sigma_{xg}=\sigma_{yg}$ (symmetry) and $\sigma_{xb}=\sigma_{yb}=0$. Because the glaze is very thin and $t_b \sigma_{xb}+t_g \sigma_{xg}=0$, the stresses, $\sigma_{xb}=\sigma_{yb}$, in the ceramic body are negligible. Hence,
\[
\frac{1}{E_g} \left[\sigma_{xg}\left(1-\nu_g\right)\right] + \alpha_g \Delta T = \alpha_b \Delta T,
\]
\[
\sigma_{xg} = \left[\frac{E_g}{1-\nu_g}\right]\left(\alpha_b-\alpha_g\right) \Delta T = \left[\frac{70 \times 10^{9} \text{ Pa}}{1-0.3}\right]\left[(4-5.5)\left(10^{-6} /{ }^{\circ}\text{C}\right)\left(-480^{\circ}\text{C}\right)\right] = -72 \text{ MPa}
\]
(compression) on cooling.",-72,MPa,,single,mechanical behaviors Example 2.4,521201,1,easy,Materials: Ceramics,Ceramics,Thermal,Composites,Crystal Structure,,Elastic
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.6,Mechanical_Behavior_of_Materials_Hosford,FORMULA,"For a hexagonal crystal under hydrostatic pressure, where the stress components are \(\sigma_1 = \sigma_2 = \sigma_3 = -p\), derive an expression for the rate of change of the axial ratio \(c/a\) with respect to pressure, \(\frac{d(c/a)}{dp}\), in terms of the elastic compliance components \(s_{ij}\) and the ratio \(c/a\).",images/Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 2.6_1.png,"$\mathrm{d}(c / a) = (a\,\mathrm{d}c - c\,\mathrm{d}a) / a^2 = (c / a) (\mathrm{d}c / c - \mathrm{d}a / a) = (c / a) (\mathrm{d}e_3 - \mathrm{d}e_1)$.
Now substituting $\mathrm{d}e_1 = s_{11} \,\mathrm{d}\sigma_1 + s_{12} \,\mathrm{d}\sigma_2 + s_{13} \,\mathrm{d}\sigma_3 = -(s_{11} + s_{12} + s_{13}) \,\mathrm{d}p$ and $\mathrm{d}e_3 = s_{13} \,\mathrm{d}\sigma_1 + s_{13} \,\mathrm{d}\sigma_2 + s_{33} \,\mathrm{d}\sigma_3 = (2 s_{13} + s_{33}) \,\mathrm{d}p$, $\quad \mathrm{d}(c / a) / \mathrm{d}p = -(c / a) (2 s_{13} + s_{33} - s_{11} - s_{12} - s_{13}) = -(c / a) (s_{13} + s_{33} - s_{11} - s_{12})$.",$\mathrm{~d}(\mathrm{c} / \mathrm{a}) / \mathrm{d} p=-(\mathrm{c} / \mathrm{a})\left(\mathrm{s}_{13}+\mathrm{s}_{33}-\mathrm{s}_{11}-\mathrm{s}_{12}\right)$,,,single,mechanical behaviors Example 2.6,111201,3,medium,Materials: Metals,Metals,Mechanical,Composites,Crystal Structure,,Elastic
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 3.1,Mechanical_Behavior_of_Materials_Hosford,NUM,"In a tensile test, a material fractured before necking. The true stress and strain at fracture were $630 \text{ MPa}$ and $0.18$, respectively. What is the tensile strength of the material?",,"The engineering strain at fracture was $e = \exp(0.18) - 1 = 0.197$. Because $s = \sigma / (1+e)$, the tensile strength = $630 / 1.197 = 526$ MPa.",526,MPa,,single,mechanical behaviors Example 3.1,11002,2,easy,Properties: Mechanical,,Mechanical,Composites,,,Plastic
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 3.2,Mechanical_Behavior_of_Materials_Hosford,NUM,"Calculate the temperature rise in a tension test of a low-carbon steel after a tensile elongation of 22%. Assume that 95% of the energy goes to heat and remains in the specimen. Also assume that the figure represents the stress-strain curve of the material. For steel, the heat capacity is $447 \, \mathrm{J} / (\mathrm{kg} \cdot \mathrm{K})$, and the density is $7.88 \, \mathrm{Mg} / \mathrm{m}^3$. The engineering stress–strain curve is in the figure.",images/Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 3.2_1.png,"The heat released equals $0.95 \int s \, \mathrm{d} e$. From the figure, $\int s \, \mathrm{d} e = s_{\mathrm{av}} e \approx 34 \times 0.22 \, \mathrm{ksi} = 51.6 \, \mathrm{MPa} = 61.6 \, \mathrm{MJ} / \mathrm{m}^3$. $\Delta T = Q / C$, where $Q = 0.95 (61.6 \times 10^6 \, \mathrm{J} / \mathrm{m}^3)$, and $C$ is heat capacity per volume $= (7.8 \times 10^3 \, \mathrm{kg} / \mathrm{m}^3) (447 \, \mathrm{J} / \mathrm{kg} / \mathrm{K})$. Substituting, $\Delta T = 0.95 (61.6 \times 10^6 \, \mathrm{J} / \mathrm{m}^3) / [(7.8 \times 10^3 \, \mathrm{kg} / \mathrm{m}^3) (447 \, \mathrm{J} / \mathrm{kg} / \mathrm{K})] = 17 \, ^{\circ} \mathrm{C}$.",17,${}^\circ$,,single,mechanical behaviors Example 3.2,111001,3,medium,Materials: Metals,Metals,Mechanical,Composites,,,Elastic
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 3.3_a,Mechanical_Behavior_of_Materials_Hosford,NUM,"Consider the accuracy of \( R \) measurement for a material having an \( R \) of about 1.00. Assume the width is about 0.5 in. and can be measured to an accuracy of \( \pm 0.001 \) in., which corresponds to an uncertainty of width strain of \( \pm 0.001 / 0.5 = \pm 0.002 \). The errors in measuring the length strain are much smaller.  
Assuming the transverse strain is approximately half the axial strain (as expected when \( R = 1 \)), estimate the percentage error in finding \( R \) if the total strain was 5%. How would this be reduced if the total strain was 15%? Give your answer in an ordered tuple (the relative error when the total strain was 5%, the  relative error when the total strain was 15%).",,"At an elongation of $5\%$, the lateral strain would be about $0.025$, so the error in $\varepsilon_w$ would be $\pm 0.002 / 0.025 = 8\%$. If the $R$ value were $1$, this would cause an error in $R$ of approximately $0.08 \times 0.5 / (1 - 0.5)$ or $8\%$. At $15\%$ elongation, the percent error should be about one third of this or roughly $3\%$.","(0.08,0.0266)",,,multiple,mechanical behaviors Example 3.3_a,311000,3,easy,Materials: Elastomers,Elastomers,Mechanical,Composites,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 3.3_b,Mechanical_Behavior_of_Materials_Hosford,NUM,"In a tensile test, the engineering stress $s = 100 \text{ MPa}$ at an engineering strain of $e = 0.20$. Find the corresponding values of $\sigma$ and $\varepsilon$. At what engineering stress and strain in compression would the values of $|\sigma|$ and $|\varepsilon|$ equal those values of $\sigma$ and $\varepsilon$? Give your answer as an order tuple (engineering stress, engineering strain).",,"In the tensile test, $\sigma = s(1+e) = 100(1.2) = 120 \text{ MPa}$, $\varepsilon = \ln(1+e) = \ln(1.2) = 0.182$. At a true strain of $-0.182$ in compression, the engineering strain would be $e_{\text{comp}} = \exp(-0.182) - 1 = -0.166$, and the engineering stress would be $s_{\text{comp}} = \sigma / (1+e) = -120 \text{ MPa} / (1-0.166) = -144 \text{ MPa}$.","(-0.166,-144)","(,MPa)",,multiple,mechanical behaviors Example 3.3_b,10000,4,medium,Properties: Mechanical,,Mechanical,,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 3.4,Mechanical_Behavior_of_Materials_Hosford,FORMULA,"Assume that in a hydraulic bulge test, the bulged surface is a portion of a sphere and that at every point on the thickness of the bulged surface the thickness is the same. (Note: This is not strictly true.) Express the radius of curvature, $\rho$, in terms of the die radius, $r$, and the bulged height, $h$. See the figure.",images/Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 3.4_1.png,"Using the Pythagorean theorem, $(\rho-h)^{2}+r^2=\rho^2$, so $2 \rho h = h^2+r^2$ or $\rho=\frac{r^2+h^2}{2 h}$, where $\rho$ is the radius of the sphere and $\theta$ is the internal angle.",$\rho=\frac{r^2+h^2}{2 h}$,,,single,mechanical behaviors Example 3.4,10000,1,easy,Properties: Mechanical,,Mechanical,,,,
